Ulke,Yil,Elektrik_Erisim_%,Temiz_Yakit_Erisim,Yenilenebilir_Kapasite_KisiBasi,Gelismis_Ulkeler_Finansal_Akisi,Yenilenebilir_Enerji_Orani,Fosil_Yakit_Elektrik_TWh,Nukleer_Elektrik_TWh,Yenilenebilir_Elektrik_TWh,Dusuk_Karbon_Elektrik_%,KisiBasi_Enerji_Tuketimi,Enerji_Yoğunluğu,CO2_Emisyonu_kt,Yenilenebilir_Enerji_%,Gdp_Buyume,Gdp_KisiBasi,Nufus_Yogunlugu,Yuzolcumu_Km2,Enlem,Boylam,Kalkinma_Endeksi
Iceland,2015,100.0,100.0,113.13749816041205,94224000.0,77.33,0.0,0.0,18.55,100.0,184878.39,13.58,2059.999943,81.80247,4.436663719,52951.68151,3.0,103000.0,64.963051,-19.020835,0.4384005034052966
Iceland,2016,100.0,100.0,113.13749816041205,94224000.0,80.25,0.0,0.0,18.17,100.0,183038.08,12.07,1629.999995,79.91398,6.303687107,61987.92636,3.0,103000.0,64.963051,-19.020835,0.4413406018365341
Iceland,2017,100.0,100.0,113.13749816041205,94224000.0,80.08,0.0,0.0,18.84,100.0,186955.55,12.18,1669.999957,78.81927,4.194948829,72010.14903,3.0,103000.0,64.963051,-19.020835,0.44703843938506294
Iceland,2018,100.0,100.0,113.13749816041205,94224000.0,80.71,0.0,0.0,19.43,100.0,188294.0,12.78,1700.000048,77.96496,4.892180731,74469.80406,3.0,103000.0,64.963051,-19.020835,0.4504440078895629
Iceland,2019,100.0,100.0,113.13749816041205,94224000.0,81.07,0.0,0.0,19.12,100.0,175527.73,12.27,1639.999986,80.09719,2.434823,68941.46223,3.0,103000.0,64.963051,-19.020835,0.44319472861240655
Iceland,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,0.0,0.0,18.78,100.0,155754.6,5.3073450588901805,159866.46268574602,86.836586,-6.50391225,59270.18005,3.0,103000.0,64.963051,-19.020835,0.37946468669726385
Malawi,2000,4.8,2.1,26.9,6840000.0,82.62,0.15,0.0,1.09,87.90323,606.25275,5.29,710.0,11.986706828095237,1.576077837,156.3858168,203.0,118484.0,-13.254308,34.301525,0.12080995559204687
Malawi,2001,5.13952,2.1,26.24,94224000.0,83.13,0.15,0.0,1.11,88.09524,581.4494,5.51,680.0,11.986706828095237,-4.974963848,150.1489426,203.0,118484.0,-13.254308,34.301525,0.11925625988836946
Malawi,2002,5.5341597,2.1,25.6,94224000.0,83.3,0.16,0.0,1.17,87.96992,560.5774,5.66,680.0000072,11.986706828095237,1.700000014,298.4334104,203.0,118484.0,-13.254308,34.301525,0.12290002312377218
Malawi,2003,6.2,2.1,24.94,510000.0,82.83,0.12,0.0,1.23,91.11111,574.14386,5.43,750.0,11.986706828095237,5.705639438,267.3990119,203.0,118484.0,-13.254308,34.301525,0.12413087725732642
Malawi,2004,6.9,2.1,24.33,60000.0,82.45,0.15,0.0,1.34,89.932884,596.341,5.23,769.9999809,11.986706828095237,5.420497693,282.5671076,203.0,118484.0,-13.254308,34.301525,0.12378451240366127
Malawi,2005,6.696063,2.2,23.7,60000.0,83.17,0.14,0.0,1.39,90.84968,564.4167,5.09,759.9999905,11.986706828095237,3.268725827,289.5552148,203.0,118484.0,-13.254308,34.301525,0.12303452617266092
Malawi,2006,3.6532273,2.3,23.07,50000.0,82.8,0.14,0.0,1.42,91.02564,566.84424,4.85,779.9999714,11.986706828095237,4.699999992,308.1636182,203.0,118484.0,-13.254308,34.301525,0.12046813183879844
Malawi,2007,7.476292,2.3,22.45,60000.0,82.21,0.14,0.0,1.45,91.19497,548.9341,4.59,829.9999833,11.986706828095237,9.600000004,332.2590946,203.0,118484.0,-13.254308,34.301525,0.12438819806506593
Malawi,2008,7.8758984,2.4,21.82,94224000.0,80.39,0.11,0.0,1.62,93.64162,607.96954,4.46,959.9999785,11.986706828095237,7.639736775,387.6057212,203.0,118484.0,-13.254308,34.301525,0.1222389136636835
Malawi,2009,8.285444,2.45,21.22,70000.0,80.01,0.13,0.0,1.58,92.39766,549.8785,4.15,980.0000191,11.986706828095237,8.328110276,438.2118568,203.0,118484.0,-13.254308,34.301525,0.12184178423475608
Malawi,2010,8.7,2.5,20.63,15180000.0,81.21,0.13,0.0,1.83,93.36735,640.52893,3.86,889.9999857,11.986706828095237,6.874065633,478.6686885,203.0,118484.0,-13.254308,34.301525,0.12191829031195994
Malawi,2011,7.6,2.5,20.12,2410000.0,80.17,0.13,0.0,1.88,93.53234,626.8056,3.79,930.0000072,11.986706828095237,4.854055111,534.9510502,203.0,118484.0,-13.254308,34.301525,0.11924388251113319
Malawi,2012,7.4,2.4,19.61,1690000.0,80.11,0.13,0.0,1.96,93.77991,611.7529,3.77,949.9999881,11.986706828095237,1.885799507,391.5617052,203.0,118484.0,-13.254308,34.301525,0.11757929247143345
Malawi,2013,9.0,2.3,19.24,36020000.0,79.68,0.13,0.0,1.96,93.77991,604.7202,3.61,980.0000191,11.986706828095237,5.199999997,348.4298737,203.0,118484.0,-13.254308,34.301525,0.11936358515029313
Malawi,2014,11.9,2.2,22.77,1930000.0,82.7,0.13,0.0,2.08,94.117645,605.3154,3.38,850.0000238,11.986706828095237,5.700000004,371.2695217,203.0,118484.0,-13.254308,34.301525,0.12373362838444125
Malawi,2015,10.8,2.0,22.42,63510000.0,80.87,0.13,0.0,2.08,94.117645,567.38477,3.37,930.0000072,11.986706828095237,2.8,380.5969877,203.0,118484.0,-13.254308,34.301525,0.12001552587628578
Malawi,2016,11.0,1.8,21.84,350000.0,78.69,0.15,0.0,2.05,93.181816,581.6119,3.36,1120.000005,11.986706828095237,2.484040625,315.7779871,203.0,118484.0,-13.254308,34.301525,0.11806627752227361
Malawi,2017,12.7,1.6,21.66,3860000.0,75.94,0.19,0.0,1.9,90.909096,583.40607,3.32,1190.000057,11.986706828095237,4.000030517,506.1372944,203.0,118484.0,-13.254308,34.301525,0.1176794013605419
Malawi,2018,18.02,1.3,22.14,17150000.0,73.03,0.2,0.0,1.44,87.80488,542.3849,3.28,1379.999995,11.986706828095237,4.391688296,544.5934354,203.0,118484.0,-13.254308,34.301525,0.11933928660117671
Malawi,2019,11.2,1.2,21.94,101610000.0,73.02,0.2,0.0,1.5,88.23529,537.8198,3.18,1450.000048,11.986706828095237,5.448181336,591.8463896,203.0,118484.0,-13.254308,34.301525,0.1141691780586751
Malawi,2020,14.866769,1.0,21.43,94224000.0,32.63816497829233,0.21,0.0,1.5,87.7193,503.25735,5.3073450588901805,159866.46268574602,11.986706828095237,0.799998331,636.8205368,203.0,118484.0,-13.254308,34.301525,0.08878214185386812
Norway,2000,100.0,100.0,113.13749816041205,94224000.0,60.18,0.32,0.0,142.11,99.77533,129255.24,4.27,34290.0,72.39789,3.204979222,38131.46061,15.0,323802.0,60.472024,8.468946,0.3728127489259396
Norway,2001,100.0,100.0,113.13749816041205,94224000.0,59.59,0.42,0.0,120.74,99.65335,116303.484,4.3,34720.0,67.58246,2.074790394,38542.7151,15.0,323802.0,60.472024,8.468946,0.36339063835959107
Norway,2002,100.0,100.0,113.13749816041205,94224000.0,59.47,0.42,0.0,129.7,99.67722,120364.25,3.94,34369.99893,69.30982,1.44625414,43084.47247,15.0,323802.0,60.472024,8.468946,0.36804414744900893
Norway,2003,100.0,100.0,113.13749816041205,94224000.0,56.23,0.56,0.0,106.03,99.474625,105588.055,4.23,37169.99817,63.816036,0.910105664,50134.89077,15.0,323802.0,60.472024,8.468946,0.3603021944689911
Norway,2004,100.0,100.0,113.13749816041205,94224000.0,56.85,0.59,0.0,109.39,99.46354,106903.02,4.3,37340.00015,64.23876,3.96941456,57603.83602,15.0,323802.0,60.472024,8.468946,0.36777066796121627
Norway,2005,100.0,100.0,113.13749816041205,94224000.0,58.56,0.58,0.0,136.52,99.57695,121278.375,4.28,36349.99847,69.73603,2.625419938,66810.47852,15.0,323802.0,60.472024,8.468946,0.38430244006057224
Norway,2006,100.0,100.0,113.13749816041205,94224000.0,57.02,0.69,0.0,120.4,99.430176,110179.18,4.21,37200.00076,66.73525,2.399828426,74148.32008,15.0,323802.0,60.472024,8.468946,0.3809140279760443
Norway,2007,100.0,100.0,113.13749816041205,94224000.0,57.36,1.0,0.0,134.94,99.26438,117053.125,3.83,37750.0,69.2405,2.994287714,85139.96045,15.0,323802.0,60.472024,8.468946,0.39213776190035776
Norway,2008,100.0,100.0,113.13749816041205,94224000.0,58.45,0.67,0.0,140.35,99.524895,118381.93,4.44,36869.99893,69.89543,0.476345013,96944.09561,15.0,323802.0,60.472024,8.468946,0.40191742538399955
Norway,2009,100.0,100.0,113.13749816041205,94224000.0,56.72,4.41,0.0,126.49,96.63102,107938.016,4.44,37430.00031,67.78923,-1.727020309,79977.69708,15.0,323802.0,60.472024,8.468946,0.3836869717286631
Norway,2010,100.0,100.0,113.13749816041205,94224000.0,56.37,5.12,0.0,117.97,95.84045,102332.45,4.57,41409.99985,65.47019,0.701833824,87693.79007,15.0,323802.0,60.472024,8.468946,0.3855760589873874
Norway,2011,100.0,100.0,113.13749816041205,94224000.0,56.71,4.31,0.0,121.9,96.58506,102448.8,3.89,39599.99847,66.30012,0.981434479,100600.5624,15.0,323802.0,60.472024,8.468946,0.3932811227502758
Norway,2012,100.0,100.0,113.13749816041205,94224000.0,58.0,2.95,0.0,143.6,97.98704,111982.734,4.14,38490.00168,70.095116,2.703109471,101524.1419,15.0,323802.0,60.472024,8.468946,0.4030880270449705
Norway,2013,100.0,100.0,113.13749816041205,94224000.0,57.42,2.85,0.0,130.42,97.86148,103711.92,4.37,39500.0,67.50864,1.034072914,102913.4508,15.0,323802.0,60.472024,8.468946,0.3981690459082783
Norway,2014,100.0,100.0,113.13749816041205,94224000.0,56.9,3.0,0.0,137.94,97.87143,105633.75,3.77,39110.00061,68.88728,1.969544301,97019.18275,15.0,323802.0,60.472024,8.468946,0.39509341000295406
Norway,2015,100.0,100.0,113.13749816041205,94224000.0,58.12,2.99,0.0,140.07,97.90997,105580.38,3.77,39490.00168,68.87519,1.967128438,74355.51586,15.0,323802.0,60.472024,8.468946,0.38199334311637645
Norway,2016,100.0,100.0,113.13749816041205,94224000.0,59.39,2.97,0.0,145.16,97.995,106194.95,3.57,38759.99832,69.86629,1.071558977,70460.56053,15.0,323802.0,60.472024,8.468946,0.3809683631151752
Norway,2017,100.0,100.0,113.13749816041205,94224000.0,61.09,2.93,0.0,145.48,98.025734,105901.33,3.68,37720.00122,69.260994,2.323290208,75496.75406,15.0,323802.0,60.472024,8.468946,0.3856308310477258
Norway,2018,100.0,100.0,113.13749816041205,94224000.0,60.75,2.96,0.0,143.06,97.97288,103558.19,3.66,37590.00015,68.85805,1.118828479,82267.80932,15.0,323802.0,60.472024,8.468946,0.3879025916546741
Norway,2019,100.0,100.0,113.13749816041205,94224000.0,62.37,2.76,0.0,131.07,97.93769,96392.5,3.33,35950.00076,67.08509,0.745798219,75719.7529,15.0,323802.0,60.472024,8.468946,0.38007485462847596
Norway,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,2.2,0.0,152.09,98.57412,103888.89,5.3073450588901805,159866.46268574602,70.96306,-0.717182669,67329.67779,15.0,323802.0,60.472024,8.468946,0.36236273639985167
South Sudan,2013,3.6078682,0.0,0.01,28370000.0,30.13,0.44,0.0,0.0,0.0,568.44324,1.2774795,1450.000048,11.986706828095237,13.12973114,1779.470365,18.0,644329.0,6.8769919,31.3069788,0.07180976793159591
South Sudan,2014,4.0971837,0.0,0.01,94224000.0,29.85,0.46,0.0,0.0,0.0,582.4618,1.2983489,1529.999971,11.986706828095237,3.373648477,1322.820364,18.0,644329.0,6.8769919,31.3069788,0.06768458858256757
South Sudan,2015,4.60134,0.0,0.01,70000.0,26.7,0.54,0.0,0.0,0.0,714.99146,1.0860982,1970.000029,11.986706828095237,-10.79336463,1119.651437,18.0,644329.0,6.8769919,31.3069788,0.05908407362563105
South Sudan,2016,5.1173677,0.0,0.04,30000.0,28.79,0.49,0.0,0.0,0.0,698.3854,5.3073450588901805,1730.000019,11.986706828095237,3.441610056684874,13283.77434796745,18.0,644329.0,6.8769919,31.3069788,0.0846514412575162
South Sudan,2017,4.2,0.0,0.04,300000.0,28.63,0.51,0.0,0.0,0.0,635.4426,5.3073450588901805,1519.999981,11.986706828095237,3.441610056684874,13283.77434796745,18.0,644329.0,6.8769919,31.3069788,0.08378902246073859
South Sudan,2018,6.1731696,0.0,0.05,280000.0,28.65,0.55,0.0,0.01,1.7857143,671.7575,5.3073450588901805,1549.999952,11.986706828095237,3.441610056684874,13283.77434796745,18.0,644329.0,6.8769919,31.3069788,0.08535416320243581
South Sudan,2019,6.707007,0.0,0.06,100000.0,26.65,0.55,0.0,0.01,1.7857143,747.48596,5.3073450588901805,1700.000048,11.986706828095237,3.441610056684874,13283.77434796745,18.0,644329.0,6.8769919,31.3069788,0.08419163154423726
South Sudan,2020,7.2413383,0.0,0.06,94224000.0,32.63816497829233,0.53,0.0,0.01,1.8518518,703.1351,5.3073450588901805,159866.46268574602,11.986706828095237,3.441610056684874,13283.77434796745,18.0,644329.0,6.8769919,31.3069788,0.09052709414276996
United States,2000,100.0,100.0,113.13749816041205,94224000.0,5.43,2697.28,753.89,350.93,29.05815,93999.86,6.73,5775810.0,4.027357,4.127484017,36334.90878,36.0,9833517.0,37.09024,-95.712891,0.42342550396818596
United States,2001,100.0,100.0,113.13749816041205,94224000.0,4.68,2678.68,768.83,280.06,28.138706,90772.18,6.54,5748260.0,3.421371,0.998340792,37133.24281,36.0,9833517.0,37.09024,-95.712891,0.41854112579006664
United States,2002,100.0,100.0,113.13749816041205,94224000.0,4.84,2727.83,780.06,336.34,29.040926,91201.06,6.5,5593029.785,4.0155067,1.741695251,38023.16111,36.0,9833517.0,37.09024,-95.712891,0.42275262869394226
United States,2003,100.0,100.0,113.13749816041205,94224000.0,5.33,2756.03,763.73,349.18,28.765244,90619.11,6.33,5658990.234,4.1800404,2.861210768,39496.48588,36.0,9833517.0,37.09024,-95.712891,0.42389327514642045
United States,2004,100.0,100.0,113.13749816041205,94224000.0,5.48,2818.28,788.53,345.14,28.686348,91504.484,6.22,5738290.039,4.1015115,3.798891125,41712.80107,36.0,9833517.0,37.09024,-95.712891,0.42942156776669815
United States,2005,100.0,100.0,113.13749816041205,94224000.0,5.84,2899.96,781.99,353.04,28.129686,90654.53,6.04,5753490.234,4.219231,3.513213799,44114.74778,36.0,9833517.0,37.09024,-95.712891,0.43149502868298356
United States,2006,100.0,100.0,113.13749816041205,94224000.0,6.4,2878.56,787.22,381.16,28.870703,89067.04,5.82,5653080.078,4.6788607,2.854972294,46298.73144,36.0,9833517.0,37.09024,-95.712891,0.43290045570478985
United States,2007,100.0,100.0,113.13749816041205,94224000.0,6.3,2988.24,806.42,347.91,27.865068,89395.14,5.81,5736319.824,4.3730087,1.876171454,47975.9677,36.0,9833517.0,37.09024,-95.712891,0.4361403956469665
United States,2008,100.0,100.0,113.13749816041205,94224000.0,6.85,2924.21,806.21,377.11,28.808554,86378.65,5.67,5558379.883,5.0045505,-0.136579803,48382.55845,36.0,9833517.0,37.09024,-95.712891,0.4341220545684559
United States,2009,100.0,100.0,113.13749816041205,94224000.0,7.35,2725.41,798.85,415.56,30.823996,81376.18,5.53,5156430.176,5.8000064,-2.536757067,47099.98047,36.0,9833517.0,37.09024,-95.712891,0.42645030185380894
United States,2010,100.0,100.0,113.13749816041205,94224000.0,7.44,2882.49,806.97,424.48,29.93359,83397.48,5.52,5392109.863,5.8405547,2.56376656,48466.6576,36.0,9833517.0,37.09024,-95.712891,0.4352066809438744
United States,2011,100.0,100.0,113.13749816041205,94224000.0,8.36,2788.93,790.2,509.74,31.792154,81962.36,5.36,5173600.098,6.8973193,1.550835505,49882.55813,36.0,9833517.0,37.09024,-95.712891,0.43499184454839074
United States,2012,100.0,100.0,113.13749816041205,94224000.0,8.73,2779.02,769.33,492.32,31.223783,79102.34,5.15,4956060.059,6.886334,2.249545852,51602.93105,36.0,9833517.0,37.09024,-95.712891,0.4309989724288902
United States,2013,100.0,100.0,113.13749816041205,94224000.0,9.08,2746.21,789.02,520.38,32.28614,80556.516,5.15,5092100.098,7.1346164,1.842081071,53106.53677,36.0,9833517.0,37.09024,-95.712891,0.43604292650750137
United States,2014,100.0,100.0,113.13749816041205,94224000.0,9.22,2752.01,797.17,546.83,32.81242,80725.086,5.08,5107209.961,7.262891,2.525973446,55049.98833,36.0,9833517.0,37.09024,-95.712891,0.4395480306245961
United States,2015,100.0,100.0,113.13749816041205,94224000.0,9.03,2730.32,797.18,556.49,33.14577,79317.37,4.88,4990709.961,7.468743,3.07551465,56863.3715,36.0,9833517.0,37.09024,-95.712891,0.4392327102851871
United States,2016,100.0,100.0,113.13749816041205,94224000.0,9.46,2656.96,805.69,624.91,34.998875,78613.54,4.74,4894500.0,8.285086,1.711426774,58021.4005,36.0,9833517.0,37.09024,-95.712891,0.4413554733797746
United States,2017,100.0,100.0,113.13749816041205,94224000.0,9.92,2540.17,804.95,707.19,37.315506,78289.01,4.62,4819370.117,9.082049,2.332679395,60109.65573,36.0,9833517.0,37.09024,-95.712891,0.44416390514014414
United States,2018,100.0,100.0,113.13749816041205,94224000.0,10.12,2661.3,807.08,733.17,36.659092,80583.34,4.61,4975310.059,8.964939,2.996464352,63064.41841,36.0,9833517.0,37.09024,-95.712891,0.4510210445594006
United States,2019,100.0,100.0,113.13749816041205,94224000.0,10.42,2588.21,809.41,760.76,37.75918,79489.016,4.51,4817720.215,9.315263,2.161176515,65279.52903,36.0,9833517.0,37.09024,-95.712891,0.45102407329408606
United States,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,2431.9,789.88,821.4,39.8518,73236.14,5.3073450588901805,159866.46268574602,10.532232,-3.404591573,63593.44362,36.0,9833517.0,37.09024,-95.712891,0.4310892999460127
